-0.22193,0.4027
-0.21215,0.40112
-0.19822,0.39905
-0.18371,0.39648
-0.16975,0.39385
-0.15627,0.39142
-0.14147,0.38921
-0.12547,0.38714
-0.1093,0.38553
-0.094257,0.38433
-0.080606,0.38338
-0.067957,0.38258
-0.055853,0.38192
-0.044667,0.38126
-0.033295,0.38083
-0.022072,0.38064
-0.011426,0.38067
-0.0017566,0.38084
0.0065977,0.38107
0.012855,0.38107
0.018136,0.38108
0.023111,0.38111
0.028226,0.38116
0.033687,0.38118
0.039641,0.38112
0.046019,0.3807
0.052489,0.38041
0.058896,0.38016
0.065084,0.37993
0.070909,0.37972
0.076409,0.37959
0.082313,0.37917
0.088232,0.37911
0.09447,0.37918
0.10118,0.37935
0.10839,0.37963
0.11627,0.3801
0.12556,0.38035
0.13513,0.38146
0.14483,0.3829
0.15486,0.38472
0.16505,0.38691
0.17546,0.38949
0.18639,0.39184
0.19821,0.39534
0.21071,0.39929
0.22345,0.40345
0.23625,0.4077
0.24861,0.41194
0.258,0.41516
0.2664,0.41905
0.2731,0.42323
0.27791,0.42769
0.28107,0.43257
0.28303,0.43808
0.28212,0.44407
0.28138,0.45149
0.2799,0.45977
0.27694,0.46885
0.27195,0.47825
0.26525,0.48767
0.25606,0.49703
0.24682,0.50645
0.23659,0.51564
0.22349,0.52278
0.20667,0.52617
0.18638,0.52586
0.16375,0.5226
0.14008,0.51791
0.11603,0.5121
0.092117,0.50527
0.068228,0.49744
0.044096,0.48877
0.020118,0.47835
-0.0045545,0.46841
-0.029557,0.4591
-0.054635,0.45051
-0.079492,0.4426
-0.104,0.43534
-0.12823,0.42722
-0.15192,0.42083
-0.17449,0.41601
-0.19498,0.41262
-0.21303,0.41051
-0.228,0.40937
-0.24019,0.4081
-0.24872,0.40756
-0.2528,0.40698
-0.25126,0.40572
-0.24343,0.4033
-0.23185,0.40035
-0.22024,0.39713
-0.20629,0.39385
-0.19026,0.39064
-0.17437,0.38757
-0.1603,0.38493
-0.14797,0.38301
-0.1353,0.38145
-0.12202,0.38017
-0.10885,0.37907
-0.096397,0.37813
-0.084263,0.37721
-0.071603,0.37621
-0.057294,0.37516
-0.043826,0.37436
-0.031924,0.37392
-0.021327,0.37387
-0.011562,0.37412
-0.0026869,0.37444
0.0063868,0.37462
0.013954,0.37468
0.020512,0.37476
0.026764,0.3749
0.033325,0.37511
0.040375,0.37533
0.049345,0.37565
0.058067,0.37591
0.066693,0.37618
0.075177,0.37648
0.083448,0.37686
0.0912,0.3773
0.099799,0.3779
0.10744,0.37845
0.11429,0.37898
0.12068,0.37954
0.12713,0.38016
0.13394,0.38087
0.14265,0.38197
0.15123,0.38321
0.15978,0.38465
0.16838,0.38625
0.17702,0.38802
0.18583,0.39
0.1963,0.39252
0.20647,0.39525
0.21641,0.3982
0.22649,0.40141
0.23707,0.40498
0.2482,0.4089
0.26052,0.41342
0.27233,0.41808
0.28347,0.42274
0.29375,0.42729
0.30317,0.43175
0.31154,0.43624
0.31927,0.44133
0.32545,0.44663
0.32979,0.4523
0.33199,0.4585
0.33177,0.46553
0.32939,0.47373
0.32511,0.48397
0.31855,0.49466
0.30954,0.505
0.29879,0.51469
0.28726,0.524
0.27434,0.53251
0.25841,0.53928
0.23849,0.54098
0.21535,0.53889
0.19054,0.53433
0.16485,0.52818
0.13873,0.52126
0.11259,0.51466
0.08673,0.50749
0.061039,0.4994
0.035467,0.49038
0.0099712,0.48099
-0.015322,0.47181
-0.040307,0.46236
-0.064239,0.45345
-0.087569,0.44523
-0.11022,0.43778
-0.13151,0.4311
-0.15099,0.42524
-0.16929,0.41957
-0.1846,0.41529
-0.19666,0.41213
-0.20571,0.40984
-0.21183,0.40812
-0.21384,0.40654
-0.21126,0.40441
-0.20306,0.40215
-0.19217,0.39985
-0.17994,0.39738
-0.16522,0.39488
-0.14959,0.39264
-0.13544,0.39052
-0.12193,0.38917
-0.10823,0.38818
-0.093356,0.38717
-0.077698,0.38598
-0.062672,0.38469
-0.048537,0.38319
-0.035629,0.38186
-0.023536,0.38083
-0.011748,0.38015
-0.00020512,0.37979
0.011289,0.37964
0.023258,0.37963
0.034401,0.37972
0.044526,0.37985
0.053493,0.38005
0.061562,0.38037
0.069337,0.38085
0.077867,0.38152
0.087063,0.38222
0.096474,0.38291
0.10536,0.38358
0.1135,0.38421
0.12102,0.38486
0.12815,0.38559
0.13493,0.38632
0.14144,0.3871
0.14778,0.38794
0.15405,0.38881
0.16048,0.38973
0.16739,0.39077
0.17462,0.39193
0.18207,0.39327
0.18974,0.39477
0.19773,0.3964
0.20606,0.39821
0.21497,0.40027
0.22396,0.40253
0.23298,0.40499
0.24212,0.40767
0.25143,0.4106
0.26092,0.41384
0.2707,0.41744
0.2805,0.42128
0.28995,0.42512
0.29908,0.42888
0.30756,0.43252
0.31509,0.43613
0.32166,0.4399
0.32672,0.44383
0.33,0.44796
0.33148,0.45251
0.33135,0.45778
0.33022,0.46424
0.32812,0.4723
0.32393,0.4813
0.31735,0.4907
0.30856,0.50014
0.29806,0.50919
0.28592,0.51768
0.27174,0.52435
0.25439,0.52717
0.2343,0.52687
0.21296,0.52463
0.19075,0.52095
0.16766,0.51608
0.14421,0.51052
0.12013,0.5036
0.095539,0.49555
0.070572,0.48666
0.045371,0.47726
0.020023,0.46775
-0.0053108,0.45847
-0.030452,0.44951
-0.055096,0.44098
-0.079155,0.43308
-0.10251,0.4259
-0.12482,0.41949
-0.14611,0.41381
-0.16527,0.40936
-0.18143,0.4062
-0.19424,0.40405
-0.20378,0.40251
-0.20961,0.4012
-0.2109,0.39959
-0.20655,0.39763
-0.19631,0.39524
-0.18438,0.3928
-0.17113,0.39029
-0.15586,0.38777
-0.14057,0.38539
-0.12675,0.38348
-0.11378,0.38233
-0.10088,0.38159
-0.086995,0.38091
-0.072071,0.38016
-0.05728,0.37933
-0.043512,0.37855
-0.030988,0.37788
-0.019602,0.37745
-0.0093287,0.37733
2.5153e-05,0.37753
0.0090233,0.37797
0.017686,0.37853
0.026032,0.37913
0.03404,0.37966
0.041916,0.38011
0.049747,0.38049
0.057578,0.38092
0.065586,0.38136
0.073815,0.38176
0.082137,0.38211
0.090247,0.3824
0.097946,0.38266
0.10516,0.38301
0.11214,0.38335
0.11886,0.38377
0.12542,0.38424
0.13208,0.38477
0.13901,0.38542
0.14599,0.38624
0.15328,0.38718
0.1608,0.38829
0.16863,0.38962
0.17672,0.39118
0.18496,0.39297
0.19337,0.39502
0.20167,0.39722
0.20995,0.39958
0.21873,0.40217
0.22826,0.40508
0.23851,0.40834
0.24939,0.41195
0.26015,0.41566
0.27096,0.41948
0.28121,0.42321
0.29034,0.42674
0.29816,0.43014
0.30492,0.4337
0.31069,0.43749
0.31562,0.44146
0.31974,0.44569
0.32291,0.45028
0.32465,0.45538
0.32475,0.4614
0.32271,0.46823
0.31879,0.47603
0.313,0.48462
0.30543,0.49351
0.29653,0.50241
0.28743,0.51164
0.2773,0.52049
0.26524,0.52722
0.25039,0.53024
0.23264,0.52952
0.21326,0.5266
0.19311,0.52286
0.17131,0.51799
0.14816,0.51201
0.1243,0.50481
0.099931,0.49641
0.075268,0.48719
0.050626,0.47762
0.025813,0.46781
0.00081638,0.45803
-0.024321,0.4485
-0.049367,0.43942
-0.07416,0.43096
-0.098321,0.42322
-0.12102,0.41652
-0.14181,0.41098
-0.16048,0.4067
-0.17689,0.40365
-0.19041,0.40164
-0.20078,0.40029
-0.20697,0.3993
-0.20833,0.39819
-0.20421,0.39663
-0.19414,0.39442
-0.18149,0.3921
-0.16796,0.38967
-0.15263,0.38721
-0.13667,0.38492
-0.12209,0.38284
-0.10849,0.38145
-0.094983,0.38052
-0.080416,0.37967
-0.064843,0.37884
-0.049656,0.37815
-0.036215,0.37761
-0.02466,0.37724
-0.014277,0.37703
-0.0046088,0.37707
0.0046937,0.37732
0.01385,0.37774
0.022774,0.37824
0.031299,0.3787
0.039209,0.37906
0.046576,0.37936
0.053846,0.37964
