-0.28408,0.41246
-0.2914,0.41523
-0.30271,0.419
-0.31583,0.42391
-0.32888,0.42944
-0.34072,0.43521
-0.35049,0.44086
-0.3578,0.44624
-0.36369,0.45192
-0.3682,0.45798
-0.37118,0.46447
-0.37209,0.47116
-0.37096,0.47825
-0.36772,0.48588
-0.36203,0.49378
-0.3539,0.50185
-0.34358,0.50988
-0.33127,0.51628
-0.31728,0.5201
-0.30316,0.52176
-0.28686,0.52155
-0.26774,0.51918
-0.24599,0.51492
-0.22223,0.50933
-0.19683,0.50284
-0.17124,0.49368
-0.14347,0.48489
-0.11438,0.47647
-0.084601,0.46845
-0.055019,0.4608
-0.026088,0.4536
0.0015889,0.44395
0.02913,0.43606
0.055824,0.42938
0.081102,0.42367
0.10465,0.41893
0.12643,0.41529
0.14764,0.41062
0.16566,0.40801
0.18002,0.40652
0.19014,0.40563
0.1955,0.40486
0.19609,0.40382
0.19438,0.40161
0.18685,0.39942
0.17661,0.39727
0.1645,0.39481
0.14863,0.39161
0.1337,0.38898
0.12257,0.38723
0.11147,0.38606
0.099435,0.38457
0.085704,0.38264
0.070955,0.38059
0.056183,0.37871
0.041431,0.37694
0.02766,0.37573
0.014912,0.37484
0.0031054,0.37425
-0.0074572,0.37393
-0.016729,0.37386
-0.025293,0.37368
-0.032252,0.37402
-0.038772,0.37457
-0.045499,0.37518
-0.052577,0.37573
-0.060101,0.37612
-0.068339,0.3761
-0.076367,0.37617
-0.084132,0.37619
-0.091527,0.37618
-0.098512,0.3761
-0.10517,0.37599
-0.11149,0.37566
-0.11776,0.37557
-0.12395,0.37558
-0.13027,0.37571
-0.13662,0.37597
-0.14316,0.37637
-0.15029,0.37674
-0.15778,0.37738
-0.16568,0.37813
-0.17388,0.37899
-0.18202,0.38
-0.19006,0.38123
-0.19843,0.38269
-0.20691,0.38466
-0.21593,0.38701
-0.22572,0.38971
-0.23624,0.3928
-0.24752,0.39632
-0.25942,0.40017
-0.27182,0.40445
-0.28406,0.40892
-0.29562,0.41342
-0.30623,0.41797
-0.31554,0.42266
-0.32226,0.4276
-0.32727,0.433
-0.33061,0.43881
-0.33257,0.44521
-0.33357,0.45238
-0.33388,0.46041
-0.33241,0.46952
-0.32932,0.47864
-0.32415,0.48777
-0.31691,0.4967
-0.30728,0.50373
-0.29633,0.50852
-0.28455,0.51241
-0.2721,0.514
-0.25755,0.5132
-0.2406,0.51033
-0.22167,0.50568
-0.20111,0.49947
-0.17854,0.49205
-0.15476,0.48364
-0.13016,0.47475
-0.105,0.46598
-0.079546,0.45794
-0.053933,0.45083
-0.028238,0.44411
-0.0031348,0.43837
0.02109,0.43348
0.044235,0.4293
0.066221,0.42577
0.087008,0.42294
0.10678,0.42007
0.12491,0.41807
0.14125,0.41679
0.15577,0.41593
0.16836,0.41525
0.17862,0.41455
0.18668,0.41313
0.19173,0.41173
0.19304,0.41013
0.19021,0.40827
0.18328,0.40636
0.17295,0.40479
0.163,0.40257
0.15101,0.40008
0.13662,0.39772
0.12215,0.39562
0.10856,0.39396
0.095764,0.39251
0.082631,0.3909
0.068798,0.38914
0.054702,0.38728
0.041189,0.38544
0.028623,0.38366
0.016678,0.38191
0.0043206,0.3802
-0.0073826,0.37873
-0.018094,0.37759
-0.027686,0.37689
-0.036145,0.37663
-0.043764,0.37673
-0.051963,0.37707
-0.060045,0.37746
-0.068455,0.37784
-0.077308,0.37823
-0.086366,0.37861
-0.095406,0.37896
-0.10508,0.37938
-0.11447,0.3798
-0.12333,0.38027
-0.13146,0.38073
-0.13899,0.38118
-0.146,0.38163
-0.15298,0.38215
-0.15926,0.38269
-0.1653,0.38334
-0.17158,0.38413
-0.17853,0.38511
-0.18624,0.3863
-0.19554,0.38783
-0.20503,0.38964
-0.21479,0.39178
-0.22489,0.39432
-0.23539,0.39724
-0.24636,0.4005
-0.25851,0.40419
-0.27067,0.40821
-0.28276,0.41249
-0.29475,0.41699
-0.30642,0.42166
-0.31719,0.42643
-0.32706,0.43162
-0.33529,0.43725
-0.34153,0.44345
-0.34555,0.45017
-0.34759,0.45744
-0.34836,0.46545
-0.34819,0.47457
-0.34597,0.48348
-0.34164,0.49225
-0.33546,0.50111
-0.32744,0.50983
-0.31753,0.51776
-0.30612,0.52426
-0.29327,0.52721
-0.27908,0.52768
-0.26331,0.52597
-0.24592,0.5222
-0.22725,0.51671
-0.20702,0.51026
-0.18564,0.50241
-0.16279,0.49364
-0.13872,0.48436
-0.11411,0.47496
-0.089477,0.4659
-0.064595,0.45749
-0.039941,0.44985
-0.016143,0.44309
0.0064892,0.43728
0.02788,0.43239
0.047952,0.42827
0.066706,0.42445
0.083858,0.42122
0.099158,0.41856
0.1125,0.41639
0.12366,0.41459
0.13229,0.41297
0.13829,0.41102
0.14197,0.40921
0.14329,0.40756
0.14235,0.40601
0.13927,0.40456
0.1336,0.4036
